金鹰采集电影之1,#genre#
动作片-三少爷的剑 三少爺的劍,https://hd.ijycnd.com/play/vbmOKVpe/index.m3u8
动作片-大梦西游之五行山,https://hd.ijycnd.com/play/zbq7gKre/index.m3u8
动作片-狂虎危城,https://hd.ijycnd.com/play/6dBNVznd/index.m3u8
动作片-奇妙能力哥,https://hd.ijycnd.com/play/PdROp3qe/index.m3u8
动作片-大台风,https://hd.ijycnd.com/play/PdROpW0e/index.m3u8
动作片-反攻美国,https://hd.ijycnd.com/play/QdJy0MPb/index.m3u8
动作片-黄飞鸿之五：龙城歼霸,https://hd.ijycnd.com/play/0dNLMgpa/index.m3u8
动作片-哭泣杀神,https://hd.ijycnd.com/play/PdROQmKe/index.m3u8
动作片-十字锁喉手,https://hd.ijycnd.com/play/xe71gKjb/index.m3u8
动作片-十兄弟,https://hd.ijycnd.com/play/zbq7K42e/index.m3u8
动作片-黄飞鸿之三：狮王争霸（国语版）,https://hd.ijycnd.com/play/Le3QWX9b/index.m3u8
动作片-十诫,https://hd.ijycnd.com/play/vbmOJzRe/index.m3u8
动作片-黄飞鸿之三：狮王争霸,https://hd.ijycnd.com/play/negZzEDd/index.m3u8
动作片-狮心王理查：平叛之战,https://hd.ijycnd.com/play/zbq7Nnke/index.m3u8
动作片-生死巴拿马,https://hd.ijycnd.com/play/7axnXlqd/index.m3u8
动作片-狮吼,https://hd.ijycnd.com/play/vbmOJgne/index.m3u8
动作片-失控玩家（国语版）,https://hd.ijycnd.com/play/0dNL4nma/index.m3u8
动作片-圣徒TheSaint,https://hd.ijycnd.com/play/vbmOJ0Ae/index.m3u8
动作片-生存主义者,https://hd.ijycnd.com/play/negZzZkd/index.m3u8
动作片-盛唐妖异志,https://hd.ijycnd.com/play/negZzyld/index.m3u8
动作片-圣麒麟传说,https://hd.ijycnd.com/play/zbq7Np3e/index.m3u8
动作片-圣战风云,https://hd.ijycnd.com/play/QdJy51lb/index.m3u8
动作片-雪地极限,https://hd.ijycnd.com/play/negZz7Yd/index.m3u8
动作片-生死路,https://hd.ijycnd.com/play/negZzk3d/index.m3u8
动作片-真命天子2015,https://hd.ijycnd.com/play/xe7154wb/index.m3u8
动作片-孟菲斯美女号,https://hd.ijycnd.com/play/negZgEkd/index.m3u8
动作片-战狼传说（国语版）,https://hd.ijycnd.com/play/QbYWGm2e/index.m3u8
动作片-武馆,https://hd.ijycnd.com/play/0dNLqKNa/index.m3u8
动作片-鹰王,https://hd.ijycnd.com/play/7axnDxBd/index.m3u8
动作片-硬汉,https://hd.ijycnd.com/play/6dBN5mYd/index.m3u8
动作片-怒火威龙 怒火威龍,https://hd.ijycnd.com/play/PdROxJEe/index.m3u8
动作片-武林圣火令,https://hd.ijycnd.com/play/QbYWGZWe/index.m3u8
动作片-战略突击手（国语版）,https://hd.ijycnd.com/play/xe715B1b/index.m3u8
动作片-这样爱你错了吗,https://hd.ijycnd.com/play/zbq7vqGe/index.m3u8
动作片-战略突击手,https://hd.ijycnd.com/play/negZg9kd/index.m3u8
动作片-长安诡事之血藤毒虫,https://hd.ijycnd.com/play/QdJym9Jb/index.m3u8
动作片-隐侠之关阳镇,https://hd.ijycnd.com/play/QbYWGN2e/index.m3u8
动作片-疑云背后,https://hd.ijycnd.com/play/PdROx7Ve/index.m3u8
动作片-武林志,https://hd.ijycnd.com/play/xe715MOb/index.m3u8
动作片-疑云背后（国语版）,https://hd.ijycnd.com/play/0dNLqR2a/index.m3u8
金鹰采集电影之3,#genre#
动作片-武林风云,https://hd.ijycnd.com/play/PdROxXYe/index.m3u8
动作片-武林圣火令（国语版）,https://hd.ijycnd.com/play/Le3Q539b/index.m3u8
动作片-全能战将（国语版）,https://hd.ijycnd.com/play/zbq7voye/index.m3u8
动作片-全能战将,https://hd.ijycnd.com/play/7axnDyPd/index.m3u8
动作片-武生,https://hd.ijycnd.com/play/negZgyDd/index.m3u8
动作片-倚天屠龙记 上部,https://hd.ijycnd.com/play/xe715kQb/index.m3u8
动作片-我的老婆是大佬,https://hd.ijycnd.com/play/vbmO33Ee/index.m3u8
动作片-007之黎明生机,https://hd.ijycnd.com/play/Le3Q8orb/index.m3u8
动作片-007之杀人执照,https://hd.ijycnd.com/play/6dBNZlnd/index.m3u8
动作片-007之明日帝国,https://hd.ijycnd.com/play/vbmOxLpe/index.m3u8
动作片-天台爱情,https://hd.ijycnd.com/play/7axnQmBd/index.m3u8
动作片-铁雨,https://hd.ijycnd.com/play/QbYW4g9e/index.m3u8
动作片-铁面人,https://hd.ijycnd.com/play/PdROWGRe/index.m3u8
动作片-外八门之黄金罗盘,https://hd.ijycnd.com/play/PdRO41Ke/index.m3u8
动作片-甜心女孩,https://hd.ijycnd.com/play/QbYW4Dne/index.m3u8
动作片-突击行动（国语版）,https://hd.ijycnd.com/play/zbq7OK0e/index.m3u8
动作片-死亡搁浅游戏,https://hd.ijycnd.com/play/vbmOLBAe/index.m3u8
动作片-前哨基地,https://hd.ijycnd.com/play/QbY76vMe/index.m3u8
动作片-不汗党,https://hd.ijycnd.com/play/xe793nGb/index.m3u8
动作片-铁罗汉,https://hd.ijycnd.com/play/7ax6kREd/index.m3u8
动作片-特送,https://hd.ijycnd.com/play/vbmqRJ3b/index.m3u8
动作片-天涯寻子路,https://hd.ijycnd.com/play/xe793ZAb/index.m3u8
动作片-特种兵,https://hd.ijycnd.com/play/QdJ8DOga/index.m3u8
动作片-特洛伊,https://hd.ijycnd.com/play/6dBroYxd/index.m3u8
动作片-天蚕变,https://hd.ijycnd.com/play/negpJxla/index.m3u8
动作片-替代者,https://hd.ijycnd.com/play/PdRl6gqa/index.m3u8
动作片-踢馆,https://hd.ijycnd.com/play/zbqQRwGb/index.m3u8
动作片-特种兵归来1：血狼之怒,https://hd.ijycnd.com/play/negpYlra/index.m3u8
动作片-特种兵王3战天娇,https://hd.ijycnd.com/play/6dBroVYd/index.m3u8
动作片-战略力量,https://hd.ijycnd.com/play/Le36Rnnd/index.m3u8
动作片-特种兵之战狼归来,https://hd.ijycnd.com/play/PdRlYWOa/index.m3u8
动作片-特警霸王花,https://hd.ijycnd.com/play/Le36RVRd/index.m3u8
动作片-特利迦奥特曼（国语版）,https://hd.ijycnd.com/play/QdJ8DR2a/index.m3u8
动作片-特种保镖,https://hd.ijycnd.com/play/QdJ8DvKa/index.m3u8
动作片-特种兵王2使命抉择,https://hd.ijycnd.com/play/QbY7p1Ae/index.m3u8
动作片-特殊保镖,https://hd.ijycnd.com/play/QdJ8Dova/index.m3u8
动作片-特殊保镖5·无限街区,https://hd.ijycnd.com/play/negpY3Da/index.m3u8
动作片-死亡来临,https://hd.ijycnd.com/play/xe71N6Ob/index.m3u8
动作片-特工争风,https://hd.ijycnd.com/play/PdRlY5Va/index.m3u8
动作片-特警新人类2：机动任务,https://hd.ijycnd.com/play/PdRlYKOa/index.m3u8
动作片-逃亡者的末日,https://hd.ijycnd.com/play/6dBNlMWd/index.m3u8
动作片-逃出亚卡拉,https://hd.ijycnd.com/play/Le3QBVMb/index.m3u8
动作片-特别突击队（国语版）,https://hd.ijycnd.com/play/QdJ8DZla/index.m3u8
动作片-特别突击队,https://hd.ijycnd.com/play/Le36R2nd/index.m3u8
动作片-死亡谷,https://hd.ijycnd.com/play/QbYWkoOe/index.m3u8
动作片-四大名捕（粤语版）,https://hd.ijycnd.com/play/7axnOo3d/index.m3u8
动作片-四骑士,https://hd.ijycnd.com/play/7axnO9qd/index.m3u8
动作片-逃离扎兰,https://hd.ijycnd.com/play/0dNLQnLa/index.m3u8
动作片-摩天楼,https://hd.ijycnd.com/play/7axnZNEd/index.m3u8
动作片-屠夫之子2,https://hd.ijycnd.com/play/zbq7PQGe/index.m3u8
动作片-三角洲突击队2,https://hd.ijycnd.com/play/QbYWk7Me/index.m3u8
动作片-铁血女王阿米娜：征战天下,https://hd.ijycnd.com/play/vbmOBoAe/index.m3u8
动作片-铁胆,https://hd.ijycnd.com/play/vbmqQJ9b/index.m3u8
动作片-盗窃战,https://hd.ijycnd.com/play/vbmqQvrb/index.m3u8
动作片-十面埋伏1989,https://hd.ijycnd.com/play/zbqQYB7b/index.m3u8
动作片-死亡界线,https://hd.ijycnd.com/play/7ax6v3Bd/index.m3u8
动作片-双天至尊,https://hd.ijycnd.com/play/vbmqQ5Gb/index.m3u8
动作片-双龙争珠,https://hd.ijycnd.com/play/vbmqQ5Rb/index.m3u8
动作片-卧底飞龙2,https://hd.ijycnd.com/play/negpLzGa/index.m3u8
动作片-天涯客,https://hd.ijycnd.com/play/6dBrL5kd/index.m3u8
动作片-突击地平线（国语版）,https://hd.ijycnd.com/play/Le362Zxd/index.m3u8
动作片-死亡客栈,https://hd.ijycnd.com/play/6dBrLWYd/index.m3u8
动作片-铁掌旋风腿,https://hd.ijycnd.com/play/zbqQYzGb/index.m3u8
动作片-双妹屠龙,https://hd.ijycnd.com/play/negpL0ka/index.m3u8
动作片-四大神兽外传,https://hd.ijycnd.com/play/vbmqQoGb/index.m3u8
动作片-双龙吐珠,https://hd.ijycnd.com/play/negpLora/index.m3u8
动作片-十三癫和尚（粤语版）,https://hd.ijycnd.com/play/7ax6vMld/index.m3u8
动作片-师姐也疯狂,https://hd.ijycnd.com/play/PdRloGVa/index.m3u8
动作片-卧底飞龙2（国语版）,https://hd.ijycnd.com/play/xe79L4yb/index.m3u8
动作片-睡拳怪招,https://hd.ijycnd.com/play/PdRloNEa/index.m3u8
动作片-师姐大晒,https://hd.ijycnd.com/play/0dNO9A2e/index.m3u8
动作片-十八罗汉,https://hd.ijycnd.com/play/xe79LKQb/index.m3u8
动作片-生死战役,https://hd.ijycnd.com/play/zbqQYqyb/index.m3u8
动作片-生死战役（国语版）,https://hd.ijycnd.com/play/vbmqQm3b/index.m3u8
动作片-生化人（国语版）,https://hd.ijycnd.com/play/6dBrLAod/index.m3u8
动作片-通话惊魂,https://hd.ijycnd.com/play/7ax6vJqd/index.m3u8
动作片-扫毒行动,https://hd.ijycnd.com/play/Le366L4d/index.m3u8
动作片-变种人：幽灵战姬,https://hd.ijycnd.com/play/zbqQQykb/index.m3u8
动作片-暗影特工,https://hd.ijycnd.com/play/zbqQZGrb/index.m3u8
动作片-决战异世界,https://hd.ijycnd.com/play/xe7zjGd7/index.m3u8
动作片-绝代-末代女土司,https://hd.ijycnd.com/play/vbmnRpdY/index.m3u8
动作片-捕手,https://hd.ijycnd.com/play/zbqXwrap/index.m3u8
动作片-交战规则,https://hd.ijycnd.com/play/Le30Zxa6/index.m3u8
动作片-惊天营救,https://hd.ijycnd.com/play/0dNnPzdL/index.m3u8
动作片-惊异大奇航,https://hd.ijycnd.com/play/QbYBkpdz/index.m3u8
动作片-警戒结束,https://hd.ijycnd.com/play/0dNnZzdL/index.m3u8
动作片-精英部队2：大敌当前,https://hd.ijycnd.com/play/negVB6dw/index.m3u8
动作片-近距离,https://hd.ijycnd.com/play/vbmVBOdY/index.m3u8
动作片-警察故事4：简单任务,https://hd.ijycnd.com/play/7axNZrdy/index.m3u8
动作片-变种狂蜥,https://hd.ijycnd.com/play/zbqXO2ap/index.m3u8
动作片-解决士,https://hd.ijycnd.com/play/7axNY9dy/index.m3u8
动作片-变异巨蟒,https://hd.ijycnd.com/play/negVAYdw/index.m3u8
动作片-幻影英雄,https://hd.ijycnd.com/play/xe77KBe7/index.m3u8
动作片-极速先锋,https://hd.ijycnd.com/play/PdRr3OdG/index.m3u8
动作片-红·粉,https://hd.ijycnd.com/play/vbmVWndY/index.m3u8
动作片-幻影车神2,https://hd.ijycnd.com/play/0dNnA8dL/index.m3u8
动作片-极恶非道2,https://hd.ijycnd.com/play/6dB74ke7/index.m3u8
动作片-极速复仇,https://hd.ijycnd.com/play/zbqQ2rbp/index.m3u8
动作片-洪拳小子,https://hd.ijycnd.com/play/Le30q9a6/index.m3u8
动作片-火烧红莲寺,https://hd.ijycnd.com/play/QbYBK2dz/index.m3u8
动作片-毁灭者科南,https://hd.ijycnd.com/play/xe77RQe7/index.m3u8
动作片-宝莲灯·浮尘幻灭,https://hd.ijycnd.com/play/Le30g9a6/index.m3u8
动作片-红色天空,https://hd.ijycnd.com/play/PdRryYdG/index.m3u8
动作片-精武风云·陈真,https://hd.ijycnd.com/play/QdJq5KbO/index.m3u8
动作片-洪兴仔之江湖大风暴,https://hd.ijycnd.com/play/negVqDdw/index.m3u8
动作片-暴走狂花之正义校花,https://hd.ijycnd.com/play/QbYBPYdz/index.m3u8
动作片-黑夜传说4：觉醒,https://hd.ijycnd.com/play/Le30x4a6/index.m3u8
动作片-换屋惊魂,https://hd.ijycnd.com/play/vbmV43dY/index.m3u8
动作片-宝莲灯·赤子之心,https://hd.ijycnd.com/play/7axN0Edy/index.m3u8
动作片-胡桃夹子：魔境冒险,https://hd.ijycnd.com/play/QdJjnvdO/index.m3u8
动作片-背靠魔鬼,https://hd.ijycnd.com/play/7axN3Bdy/index.m3u8
动作片-混蛋2,https://hd.ijycnd.com/play/vbmV3GdY/index.m3u8
动作片-巴霍巴利王2：终结,https://hd.ijycnd.com/play/negVV9dw/index.m3u8
动作片-皇家战士,https://hd.ijycnd.com/play/negV4rdw/index.m3u8
动作片-幻影侠,https://hd.ijycnd.com/play/Le30Dpa6/index.m3u8
动作片-滑轮女孩,https://hd.ijycnd.com/play/QbYBAYdz/index.m3u8
动作片-黄沙武士,https://hd.ijycnd.com/play/6dB7ZQe7/index.m3u8
动作片-百家拳之洪拳,https://hd.ijycnd.com/play/xe772Ge7/index.m3u8
动作片-扈三娘与矮脚虎王英,https://hd.ijycnd.com/play/0dNnrNdL/index.m3u8
动作片-爆裂骑士,https://hd.ijycnd.com/play/zbqX4yap/index.m3u8
动作片-巴西反贪第一案,https://hd.ijycnd.com/play/0dNn2LdL/index.m3u8
动作片-轰天谍战,https://hd.ijycnd.com/play/negVWZdw/index.m3u8
动作片-黑暗世界,https://hd.ijycnd.com/play/zbqXnRap/index.m3u8
动作片-杭州王爷,https://hd.ijycnd.com/play/zbqXmRap/index.m3u8
动作片-汉城大劫案,https://hd.ijycnd.com/play/xe77kGe7/index.m3u8
动作片-鬼牌游戏,https://hd.ijycnd.com/play/QdJjjDdO/index.m3u8
动作片-海军陆战队员3：国土防线,https://hd.ijycnd.com/play/7axNmndy/index.m3u8
动作片-海军陆战队员,https://hd.ijycnd.com/play/zbqX9Rap/index.m3u8
动作片-飞越巅峰,https://hd.ijycnd.com/play/zbqXVpap/index.m3u8
动作片-弗里敦,https://hd.ijycnd.com/play/7axN8qdy/index.m3u8
动作片-风筝,https://hd.ijycnd.com/play/negVQ3dw/index.m3u8
动作片-佛魔之剑,https://hd.ijycnd.com/play/vbmVGrdY/index.m3u8
动作片-航海家,https://hd.ijycnd.com/play/7axNwndy/index.m3u8
动作片-复仇者,https://hd.ijycnd.com/play/xe77Yre7/index.m3u8
动作片-复仇少年,https://hd.ijycnd.com/play/Le30Exa6/index.m3u8
动作片-格斗之王2,https://hd.ijycnd.com/play/0dNn16dL/index.m3u8
动作片-飞行器里的好小伙，或我是怎样花25小时11分从伦敦飞到巴黎,https://hd.ijycnd.com/play/PdRrLEdG/index.m3u8
动作片-霹雳先锋 (国语版),https://hd.ijycnd.com/play/QdJAMgbO/index.m3u8
动作片-奇谋妙计五福星,https://hd.ijycnd.com/play/xe7zZyd7/index.m3u8
